area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05009375,112283,14305,2884,10339,1082
E05009376,247417,12828,3150,8840,838
E05009377,56630,14016,2194,11133,689
E05009378,74280,14762,2495,11448,819
E05009379,144061,13497,3624,8637,1236
E05009380,115503,16030,3749,11144,1137
E05009381,95582,13676,2494,10030,1152
E05009382,41353,9627,1881,7143,603
E05009383,51892,19321,7267,10649,1405
E05009384,14663,8192,2874,4595,723
E05009385,45149,12758,2271,9476,1011
E05009386,182475,14372,3178,10095,1099
E05009387,30033,10674,2983,6829,862
E05009388,118677,9833,1731,6703,1399
E05009389,20243,12264,1808,8536,1920
E05009390,88620,9343,2026,5881,1436
E05009391,47461,8031,1374,5221,1436
E05009392,135856,9187,1579,6383,1225
E05009393,24849,9138,1397,6719,1022
E05009394,38457,7258,1734,4577,947
E05009395,144172,10667,1480,7981,1206
E05009396,49696,8616,1718,5853,1045
E05009397,120743,8113,1570,5395,1148
E05009398,50234,5539,1080,3565,894
E05009399,86374,7041,1619,4223,1199
E05009400,60586,5873,874,4190,809
E05009401,32041,9714,1586,7024,1104
E05009402,61100,9799,1853,6768,1178
E05009403,24580,10881,1593,7067,2221
E05009404,44001,7046,1439,4716,891
E05009405,40195,10246,1867,6845,1534
E05011095,85964,9987,1074,8214,699
E05011096,78222,15928,3641,10992,1295
E05011097,16734,12014,2588,8569,857
E05011098,209268,15593,2739,11981,873
E05011099,20088,7133,1545,4889,699
E05011100,28862,11273,3017,6930,1326
E05011101,44053,11993,2866,7737,1390
E05011102,157499,12309,3120,8217,972
E05011103,34221,12784,2373,9258,1153
E05011104,259058,16279,2559,13005,715
E05011105,143527,14242,2788,10239,1215
E05011106,391260,18952,3112,14355,1485
E05011107,128104,11158,2188,7993,977
E05011108,81282,13369,2750,9518,1101
E05011109,194195,18413,4704,12153,1556
E05011110,103001,15767,4089,10546,1132
E05011111,35376,10322,2472,7070,780
E05011112,484750,16365,2997,12218,1150
E05011113,50748,18155,3888,12593,1674
E05011114,98147,5984,945,4600,439
E05011115,72278,13241,2824,9348,1069
E05011116,360794,15262,3065,11023,1174
E05011117,434708,11911,1558,9552,801
E05011217,7149,11177,2553,6754,1870
E05011218,21476,16954,4466,10393,2095
E05011219,11614,16216,3165,9488,3563
E05011220,16148,16456,3378,10017,3061
E05011221,12989,17285,3665,10358,3262
E05011222,8901,15925,3686,9780,2459
E05011223,14009,15709,3325,9398,2986
E05011224,30220,16252,3543,9792,2917
E05011225,9378,11481,3147,6913,1421
E05011226,26464,16703,3624,10458,2621
E05011227,9089,10623,1991,6243,2389
E05011228,6599,10896,2569,6757,1570
E05011229,7953,7859,1563,4522,1774
E05011230,12917,15395,3415,9086,2894
E05011231,12273,12437,3754,7458,1225
E05011232,29205,16756,5166,10258,1332
E05011233,18946,14263,3018,8562,2683
E05011234,21352,15355,3844,9564,1947
E05011235,33270,13204,2958,8220,2026
E05011236,64725,12409,2754,7907,1748
E05011237,21629,15941,4524,9926,1491
E05011238,77350,13836,3284,8794,1758
E05011239,50276,14088,3539,8488,2061
E05011240,26717,11963,3648,7374,941
E05011241,51512,13406,3092,8507,1807
E05011242,28425,13423,3074,8517,1832
E05011243,37583,15214,3708,9115,2391
E05011244,21874,14245,3889,9176,1180
