area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05009396,48417,8616,1718,5853,1045
E05009397,113606,8113,1570,5395,1148
E05009398,48533,5539,1080,3565,894
E05009399,82470,7041,1619,4223,1199
E05009400,55806,5873,874,4190,809
E05009401,31694,9714,1586,7024,1104
E05009402,56338,9799,1853,6768,1178
E05009403,21993,10881,1593,7067,2221
E05009404,43166,7046,1439,4716,891
E05009405,37210,10246,1867,6845,1534
E05011095,75198,9987,1074,8214,699
E05011096,68270,15928,3641,10992,1295
E05011097,15206,12014,2588,8569,857
E05011098,193074,15593,2739,11981,873
E05011099,18318,7133,1545,4889,699
E05011100,26550,11273,3017,6930,1326
E05011101,44254,11993,2866,7737,1390
E05011102,147127,12309,3120,8217,972
E05011103,30957,12784,2373,9258,1153
E05011104,228837,16279,2559,13005,715
E05011105,130439,14242,2788,10239,1215
E05011106,347093,18952,3112,14355,1485
E05011107,116414,11158,2188,7993,977
E05011108,79588,13369,2750,9518,1101
E05011109,186961,18413,4704,12153,1556
E05011110,100111,15767,4089,10546,1132
E05011111,35015,10322,2472,7070,780
E05011112,460954,16365,2997,12218,1150
E05011113,45901,18155,3888,12593,1674
E05011114,89264,5984,945,4600,439
E05011115,70876,13241,2824,9348,1069
E05011116,333363,15262,3065,11023,1174
E05011117,431323,11911,1558,9552,801
E05011217,6819,11177,2553,6754,1870
E05011218,18273,16954,4466,10393,2095
E05011219,9157,16216,3165,9488,3563
E05011220,14268,16456,3378,10017,3061
E05011221,12732,17285,3665,10358,3262
E05011222,7330,15925,3686,9780,2459
E05011223,12380,15709,3325,9398,2986
E05011224,25090,16252,3543,9792,2917
E05011225,9771,11481,3147,6913,1421
E05011226,22898,16703,3624,10458,2621
E05011227,8081,10623,1991,6243,2389
E05011228,6492,10896,2569,6757,1570
E05011229,7425,7859,1563,4522,1774
E05011230,12233,15395,3415,9086,2894
E05011231,10916,12437,3754,7458,1225
E05011232,25709,16756,5166,10258,1332
E05011233,16690,14263,3018,8562,2683
E05011234,20806,15355,3844,9564,1947
E05011235,29528,13204,2958,8220,2026
E05011236,58382,12409,2754,7907,1748
E05011237,20311,15941,4524,9926,1491
E05011238,72957,13836,3284,8794,1758
E05011239,44675,14088,3539,8488,2061
E05011240,25594,11963,3648,7374,941
